Time_s,Speed_kmh,Phase
1731,90.2,ExtraHigh
1732,89.6,ExtraHigh
1733,89.1,ExtraHigh
1734,88.6,ExtraHigh
1735,88.1,ExtraHigh
1736,87.6,ExtraHigh
1737,87.1,ExtraHigh
1738,86.6,ExtraHigh
1739,86.1,ExtraHigh
1740,85.5,ExtraHigh
1741,85.0,ExtraHigh
1742,84.4,ExtraHigh
1743,83.8,ExtraHigh
1744,83.2,ExtraHigh
1745,82.6,ExtraHigh
1746,82.0,ExtraHigh
1747,81.3,ExtraHigh
1748,80.4,ExtraHigh
1749,79.1,ExtraHigh
1750,77.4,ExtraHigh
1751,75.1,ExtraHigh
1752,72.3,ExtraHigh
1753,69.1,ExtraHigh
1754,65.9,ExtraHigh
1755,62.7,ExtraHigh
1756,59.7,ExtraHigh
1757,57.0,ExtraHigh
1758,54.6,ExtraHigh
1759,52.2,ExtraHigh
1760,49.7,ExtraHigh
1761,46.8,ExtraHigh
1762,43.5,ExtraHigh
1763,39.9,ExtraHigh
1764,36.4,ExtraHigh
1765,33.2,ExtraHigh
1766,30.5,ExtraHigh
1767,28.3,ExtraHigh
1768,26.3,ExtraHigh
1769,24.4,ExtraHigh
1770,22.5,ExtraHigh
1771,20.5,ExtraHigh
1772,18.2,ExtraHigh
1773,15.5,ExtraHigh
1774,12.3,ExtraHigh
1775,8.7,ExtraHigh
1776,5.2,ExtraHigh
1777,0.0,ExtraHigh
1778,0.0,ExtraHigh
1779,0.0,ExtraHigh
1780,0.0,ExtraHigh
1781,0.0,ExtraHigh
1782,0.0,ExtraHigh
1783,0.0,ExtraHigh
1784,0.0,ExtraHigh
1785,0.0,ExtraHigh
1786,0.0,ExtraHigh
1787,0.0,ExtraHigh
1788,0.0,ExtraHigh
1789,0.0,ExtraHigh
1790,0.0,ExtraHigh
1791,0.0,ExtraHigh
1792,0.0,ExtraHigh
1793,0.0,ExtraHigh
1794,0.0,ExtraHigh
1795,0.0,ExtraHigh
1796,0.0,ExtraHigh
1797,0.0,ExtraHigh
1798,0.0,ExtraHigh
1799,0.0,ExtraHigh
1800,0.0,ExtraHigh
